code,name,description,refreshed_at,from_date,to_date
OISV2013,"Overnight Index Swap Futures, October 2013 (OISV2013)","MX Futures Price for Overnight Index Swap Futures, October 2013. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 - R. Where, R = the compounded daily overnight repo rate (CORRA) for the contract month.",2015-06-09 14:22:10,2012-08-16,2013-10-23
OISV2014,"Overnight Index Swap Futures, October 2014 (OISV2014)","MX Futures Price for Overnight Index Swap Futures, October 2014. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 - R. Where, R = the compounded daily overnight repo rate (CORRA) for the contract month.",2014-10-24 00:19:08,2013-07-25,2014-10-22
OISV2015,"Overnight Index Swap Futures, October 2015 (OISV2015)","MX Futures Price for Overnight Index Swap Futures, October 2015. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 - R. Where, R = the compounded daily overnight repo rate (CORRA) for the contract month.",2015-10-22 21:13:15,2014-07-30,2015-10-21
OISV2016,"Overnight Index Swap Futures, October 2016 (OISV2016)","MX Futures Price for Overnight Index Swap Futures, October 2016. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 - R. Where, R = the compounded daily overnight repo rate (CORRA) for the contract month.",2016-10-20 21:13:28,2015-07-29,2016-10-19
OISV2017,"Overnight Index Swap Futures, October 2017 (OISV2017)","MX Futures Price for Overnight Index Swap Futures, October 2017. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 - R. Where, R = the compounded daily overnight repo rate (CORRA) for the contract month.",2017-10-26 21:11:35,2016-07-27,2017-10-25
OISV2018,"Overnight Index Swap Futures, October 2018 (OISV2018)","MX Futures Price for Overnight Index Swap Futures, October 2018. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 - R. Where, R = the compounded daily overnight repo rate (CORRA) for the contract month.",2018-10-25 21:09:25,2017-07-28,2018-10-24
OISV2019,"Overnight Index Swap Futures, October 2019 (OISV2019)","MX Futures Price for Overnight Index Swap Futures, October 2019. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 - R. Where, R = the compounded daily overnight repo rate (CORRA) for the contract month.",2019-06-07 21:11:14,2018-08-10,2019-06-06
OISZ2012,"Overnight Index Swap Futures, December 2012 (OISZ2012)","MX Futures Price for Overnight Index Swap Futures, December 2012. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 - R. Where, R = the compounded daily overnight repo rate (CORRA) for the contract month.",2014-01-09 20:54:49,2012-02-24,2012-12-03
OISZ2013,"Overnight Index Swap Futures, December 2013 (OISZ2013)","MX Futures Price for Overnight Index Swap Futures, December 2013. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 - R. Where, R = the compounded daily overnight repo rate (CORRA) for the contract month.",2015-06-09 14:20:33,2012-08-16,2013-12-04
OISZ2014,"Overnight Index Swap Futures, December 2014 (OISZ2014)","MX Futures Price for Overnight Index Swap Futures, December 2014. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 - R. Where, R = the compounded daily overnight repo rate (CORRA) for the contract month.",2014-12-05 03:27:49,2013-07-25,2014-12-03
OISZ2015,"Overnight Index Swap Futures, December 2015 (OISZ2015)","MX Futures Price for Overnight Index Swap Futures, December 2015. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 - R. Where, R = the compounded daily overnight repo rate (CORRA) for the contract month.",2015-12-03 21:13:34,2014-07-30,2015-12-02
OISZ2016,"Overnight Index Swap Futures, December 2016 (OISZ2016)","MX Futures Price for Overnight Index Swap Futures, December 2016. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 - R. Where, R = the compounded daily overnight repo rate (CORRA) for the contract month.",2016-12-08 21:13:14,2015-07-29,2016-12-07
OISZ2017,"Overnight Index Swap Futures, December 2017 (OISZ2017)","MX Futures Price for Overnight Index Swap Futures, December 2017. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 - R. Where, R = the compounded daily overnight repo rate (CORRA) for the contract month.",2017-12-07 22:13:15,2016-07-27,2017-12-06
OISZ2018,"Overnight Index Swap Futures, December 2018 (OISZ2018)","MX Futures Price for Overnight Index Swap Futures, December 2018. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 - R. Where, R = the compounded daily overnight repo rate (CORRA) for the contract month.",2018-12-06 22:09:29,2017-07-28,2018-12-05
OISZ2019,"Overnight Index Swap Futures, December 2019 (OISZ2019)","MX Futures Price for Overnight Index Swap Futures, December 2019. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 - R. Where, R = the compounded daily overnight repo rate (CORRA) for the contract month.",2019-06-07 21:11:14,2018-08-10,2019-06-06
ONXF2009,"30-Day Overnight Repo Rate Futures, January 2009 (ONXF2009)","MX Futures Price for 30-Day Overnight Repo Rate Futures, January 2009. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 20:58:01,2009-01-02,2009-01-30
ONXF2010,"30-Day Overnight Repo Rate Futures, January 2010 (ONXF2010)","MX Futures Price for 30-Day Overnight Repo Rate Futures, January 2010. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 20:59:17,2009-09-01,2010-01-29
ONXF2011,"30-Day Overnight Repo Rate Futures, January 2011 (ONXF2011)","MX Futures Price for 30-Day Overnight Repo Rate Futures, January 2011. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:00:38,2010-09-01,2011-01-31
ONXF2012,"30-Day Overnight Repo Rate Futures, January 2012 (ONXF2012)","MX Futures Price for 30-Day Overnight Repo Rate Futures, January 2012. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:01:52,2011-09-01,2012-01-31
ONXF2013,"30-Day Overnight Repo Rate Futures, January 2013 (ONXF2013)","MX Futures Price for 30-Day Overnight Repo Rate Futures, January 2013. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:03:10,2012-09-04,2013-01-31
ONXF2014,"30-Day Overnight Repo Rate Futures, January 2014 (ONXF2014)","MX Futures Price for 30-Day Overnight Repo Rate Futures, January 2014. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-02-04 01:32:38,2013-09-03,2014-01-31
ONXF2015,"30-Day Overnight Repo Rate Futures, January 2015 (ONXF2015)","MX Futures Price for 30-Day Overnight Repo Rate Futures, January 2015. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2015-02-02 22:22:09,2014-09-02,2015-01-30
ONXF2016,"30-Day Overnight Repo Rate Futures, January 2016 (ONXF2016)","MX Futures Price for 30-Day Overnight Repo Rate Futures, January 2016. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2016-02-01 21:13:36,2015-09-01,2016-01-29
ONXF2017,"30-Day Overnight Repo Rate Futures, January 2017 (ONXF2017)","MX Futures Price for 30-Day Overnight Repo Rate Futures, January 2017. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2017-02-01 21:12:53,2016-09-01,2017-01-31
ONXF2018,"30-Day Overnight Repo Rate Futures, January 2018 (ONXF2018)","MX Futures Price for 30-Day Overnight Repo Rate Futures, January 2018. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2018-02-01 22:13:43,2017-09-01,2018-01-31
ONXF2019,"30-Day Overnight Repo Rate Futures, January 2019 (ONXF2019)","MX Futures Price for 30-Day Overnight Repo Rate Futures, January 2019. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2019-02-01 22:10:08,2018-09-04,2019-01-31
ONXG2009,"30-Day Overnight Repo Rate Futures, February 2009 (ONXG2009)","MX Futures Price for 30-Day Overnight Repo Rate Futures, February 2009. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 20:58:18,2009-01-02,2009-02-27
ONXG2010,"30-Day Overnight Repo Rate Futures, February 2010 (ONXG2010)","MX Futures Price for 30-Day Overnight Repo Rate Futures, February 2010. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 20:59:23,2009-11-02,2010-02-26
ONXG2011,"30-Day Overnight Repo Rate Futures, February 2011 (ONXG2011)","MX Futures Price for 30-Day Overnight Repo Rate Futures, February 2011. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:00:44,2010-11-01,2011-02-28
ONXG2012,"30-Day Overnight Repo Rate Futures, February 2012 (ONXG2012)","MX Futures Price for 30-Day Overnight Repo Rate Futures, February 2012. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:01:59,2011-11-01,2012-02-29
ONXG2013,"30-Day Overnight Repo Rate Futures, February 2013 (ONXG2013)","MX Futures Price for 30-Day Overnight Repo Rate Futures, February 2013. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:03:16,2012-11-01,2013-02-28
ONXG2014,"30-Day Overnight Repo Rate Futures, February 2014 (ONXG2014)","MX Futures Price for 30-Day Overnight Repo Rate Futures, February 2014. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-03-04 00:42:17,2013-11-01,2014-02-28
ONXG2015,"30-Day Overnight Repo Rate Futures, February 2015 (ONXG2015)","MX Futures Price for 30-Day Overnight Repo Rate Futures, February 2015. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2015-03-02 22:22:36,2014-11-03,2015-02-27
ONXG2016,"30-Day Overnight Repo Rate Futures, February 2016 (ONXG2016)","MX Futures Price for 30-Day Overnight Repo Rate Futures, February 2016. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2016-03-01 21:13:28,2015-11-02,2016-02-29
ONXG2017,"30-Day Overnight Repo Rate Futures, February 2017 (ONXG2017)","MX Futures Price for 30-Day Overnight Repo Rate Futures, February 2017. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2017-03-01 21:13:03,2016-11-01,2017-02-28
ONXG2018,"30-Day Overnight Repo Rate Futures, February 2018 (ONXG2018)","MX Futures Price for 30-Day Overnight Repo Rate Futures, February 2018. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2018-03-01 22:12:15,2017-11-01,2018-02-28
ONXG2019,"30-Day Overnight Repo Rate Futures, February 2019 (ONXG2019)","MX Futures Price for 30-Day Overnight Repo Rate Futures, February 2019. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2019-02-28 22:09:56,2018-10-31,2019-02-27
ONXH2009,"30-Day Overnight Repo Rate Futures, March 2009 (ONXH2009)","MX Futures Price for 30-Day Overnight Repo Rate Futures, March 2009. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 20:58:15,2009-01-02,2009-03-31
ONXH2010,"30-Day Overnight Repo Rate Futures, March 2010 (ONXH2010)","MX Futures Price for 30-Day Overnight Repo Rate Futures, March 2010. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 20:59:31,2009-04-01,2010-03-31
ONXH2011,"30-Day Overnight Repo Rate Futures, March 2011 (ONXH2011)","MX Futures Price for 30-Day Overnight Repo Rate Futures, March 2011. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:00:52,2010-04-01,2011-03-31
ONXH2012,"30-Day Overnight Repo Rate Futures, March 2012 (ONXH2012)","MX Futures Price for 30-Day Overnight Repo Rate Futures, March 2012. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:01:59,2011-04-01,2012-03-30
ONXH2013,"30-Day Overnight Repo Rate Futures, March 2013 (ONXH2013)","MX Futures Price for 30-Day Overnight Repo Rate Futures, March 2013. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:03:15,2012-04-02,2013-03-28
ONXH2014,"30-Day Overnight Repo Rate Futures, March 2014 (ONXH2014)","MX Futures Price for 30-Day Overnight Repo Rate Futures, March 2014. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-04-02 00:25:10,2013-04-01,2014-03-31
ONXH2015,"30-Day Overnight Repo Rate Futures, March 2015 (ONXH2015)","MX Futures Price for 30-Day Overnight Repo Rate Futures, March 2015. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2015-04-01 21:15:47,2014-06-26,2015-03-31
ONXH2016,"30-Day Overnight Repo Rate Futures, March 2016 (ONXH2016)","MX Futures Price for 30-Day Overnight Repo Rate Futures, March 2016. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2016-04-01 21:13:52,2015-04-01,2016-03-31
ONXH2017,"30-Day Overnight Repo Rate Futures, March 2017 (ONXH2017)","MX Futures Price for 30-Day Overnight Repo Rate Futures, March 2017. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2017-04-03 21:12:38,2016-04-01,2017-03-31
ONXH2018,"30-Day Overnight Repo Rate Futures, March 2018 (ONXH2018)","MX Futures Price for 30-Day Overnight Repo Rate Futures, March 2018. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2018-04-02 21:12:09,2017-04-03,2018-03-29
ONXH2019,"30-Day Overnight Repo Rate Futures, March 2019 (ONXH2019)","MX Futures Price for 30-Day Overnight Repo Rate Futures, March 2019. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2019-03-29 21:09:22,2018-04-02,2019-03-28
ONXH2020,"30-Day Overnight Repo Rate Futures, March 2020 (ONXH2020)","MX Futures Price for 30-Day Overnight Repo Rate Futures, March 2020. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2019-06-07 21:11:14,2019-04-01,2019-06-06
ONXJ2009,"30-Day Overnight Repo Rate Futures, April 2009 (ONXJ2009)","MX Futures Price for 30-Day Overnight Repo Rate Futures, April 2009. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 20:58:20,2009-01-02,2009-04-30
ONXJ2010,"30-Day Overnight Repo Rate Futures, April 2010 (ONXJ2010)","MX Futures Price for 30-Day Overnight Repo Rate Futures, April 2010. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 20:59:37,2009-12-01,2010-04-30
ONXJ2011,"30-Day Overnight Repo Rate Futures, April 2011 (ONXJ2011)","MX Futures Price for 30-Day Overnight Repo Rate Futures, April 2011. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:00:50,2010-12-01,2011-04-29
ONXJ2012,"30-Day Overnight Repo Rate Futures, April 2012 (ONXJ2012)","MX Futures Price for 30-Day Overnight Repo Rate Futures, April 2012. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:02:14,2011-12-01,2012-04-30
ONXJ2013,"30-Day Overnight Repo Rate Futures, April 2013 (ONXJ2013)","MX Futures Price for 30-Day Overnight Repo Rate Futures, April 2013. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:03:21,2012-12-03,2013-04-30
ONXJ2014,"30-Day Overnight Repo Rate Futures, April 2014 (ONXJ2014)","MX Futures Price for 30-Day Overnight Repo Rate Futures, April 2014. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-05-02 01:33:21,2013-12-02,2014-04-30
ONXJ2015,"30-Day Overnight Repo Rate Futures, April 2015 (ONXJ2015)","MX Futures Price for 30-Day Overnight Repo Rate Futures, April 2015. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2015-05-01 21:14:33,2014-12-01,2015-04-30
ONXJ2016,"30-Day Overnight Repo Rate Futures, April 2016 (ONXJ2016)","MX Futures Price for 30-Day Overnight Repo Rate Futures, April 2016. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2016-05-02 21:16:41,2015-12-01,2016-04-29
ONXJ2017,"30-Day Overnight Repo Rate Futures, April 2017 (ONXJ2017)","MX Futures Price for 30-Day Overnight Repo Rate Futures, April 2017. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2017-05-01 21:12:53,2016-12-01,2017-04-28
ONXJ2018,"30-Day Overnight Repo Rate Futures, April 2018 (ONXJ2018)","MX Futures Price for 30-Day Overnight Repo Rate Futures, April 2018. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2018-05-01 21:13:08,2017-12-01,2018-04-30
ONXJ2019,"30-Day Overnight Repo Rate Futures, April 2019 (ONXJ2019)","MX Futures Price for 30-Day Overnight Repo Rate Futures, April 2019. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2019-04-30 21:10:20,2018-12-03,2019-04-29
ONXK2009,"30-Day Overnight Repo Rate Futures, May 2009 (ONXK2009)","MX Futures Price for 30-Day Overnight Repo Rate Futures, May 2009. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 20:58:33,2009-02-02,2009-05-29
ONXK2010,"30-Day Overnight Repo Rate Futures, May 2010 (ONXK2010)","MX Futures Price for 30-Day Overnight Repo Rate Futures, May 2010. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 20:59:50,2010-02-01,2010-05-31
ONXK2011,"30-Day Overnight Repo Rate Futures, May 2011 (ONXK2011)","MX Futures Price for 30-Day Overnight Repo Rate Futures, May 2011. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:00:54,2011-02-01,2011-05-31
ONXK2012,"30-Day Overnight Repo Rate Futures, May 2012 (ONXK2012)","MX Futures Price for 30-Day Overnight Repo Rate Futures, May 2012. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:02:19,2012-02-01,2012-05-31
ONXK2013,"30-Day Overnight Repo Rate Futures, May 2013 (ONXK2013)","MX Futures Price for 30-Day Overnight Repo Rate Futures, May 2013. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:03:26,2013-02-01,2013-05-31
ONXK2014,"30-Day Overnight Repo Rate Futures, May 2014 (ONXK2014)","MX Futures Price for 30-Day Overnight Repo Rate Futures, May 2014. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-06-03 01:15:59,2014-04-10,2014-05-30
ONXK2015,"30-Day Overnight Repo Rate Futures, May 2015 (ONXK2015)","MX Futures Price for 30-Day Overnight Repo Rate Futures, May 2015. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2015-06-01 21:12:49,2015-02-02,2015-05-29
ONXK2016,"30-Day Overnight Repo Rate Futures, May 2016 (ONXK2016)","MX Futures Price for 30-Day Overnight Repo Rate Futures, May 2016. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2016-06-01 21:13:12,2016-02-01,2016-05-31
ONXK2017,"30-Day Overnight Repo Rate Futures, May 2017 (ONXK2017)","MX Futures Price for 30-Day Overnight Repo Rate Futures, May 2017. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2017-06-01 21:14:50,2017-02-01,2017-05-31
ONXK2018,"30-Day Overnight Repo Rate Futures, May 2018 (ONXK2018)","MX Futures Price for 30-Day Overnight Repo Rate Futures, May 2018. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2018-06-01 21:13:27,2018-02-01,2018-05-31
ONXK2019,"30-Day Overnight Repo Rate Futures, May 2019 (ONXK2019)","MX Futures Price for 30-Day Overnight Repo Rate Futures, May 2019. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2019-05-31 21:11:55,2019-02-01,2019-05-30
ONXM2009,"30-Day Overnight Repo Rate Futures, June 2009 (ONXM2009)","MX Futures Price for 30-Day Overnight Repo Rate Futures, June 2009. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 20:58:30,2009-01-02,2009-06-30
ONXM2010,"30-Day Overnight Repo Rate Futures, June 2010 (ONXM2010)","MX Futures Price for 30-Day Overnight Repo Rate Futures, June 2010. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 20:59:56,2009-07-02,2010-06-30
ONXM2011,"30-Day Overnight Repo Rate Futures, June 2011 (ONXM2011)","MX Futures Price for 30-Day Overnight Repo Rate Futures, June 2011. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:01:01,2010-07-02,2011-06-30
ONXM2012,"30-Day Overnight Repo Rate Futures, June 2012 (ONXM2012)","MX Futures Price for 30-Day Overnight Repo Rate Futures, June 2012. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:02:25,2011-07-04,2012-06-29
ONXM2013,"30-Day Overnight Repo Rate Futures, June 2013 (ONXM2013)","MX Futures Price for 30-Day Overnight Repo Rate Futures, June 2013. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:03:41,2012-07-03,2013-06-28
ONXM2014,"30-Day Overnight Repo Rate Futures, June 2014 (ONXM2014)","MX Futures Price for 30-Day Overnight Repo Rate Futures, June 2014. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-07-03 00:12:00,2013-07-02,2014-06-30
ONXM2015,"30-Day Overnight Repo Rate Futures, June 2015 (ONXM2015)","MX Futures Price for 30-Day Overnight Repo Rate Futures, June 2015. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2015-07-02 21:13:14,2014-07-02,2015-06-30
ONXM2016,"30-Day Overnight Repo Rate Futures, June 2016 (ONXM2016)","MX Futures Price for 30-Day Overnight Repo Rate Futures, June 2016. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2016-07-04 21:12:56,2015-07-02,2016-06-30
ONXM2017,"30-Day Overnight Repo Rate Futures, June 2017 (ONXM2017)","MX Futures Price for 30-Day Overnight Repo Rate Futures, June 2017. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2017-07-04 21:09:07,2016-07-04,2017-06-30
ONXM2018,"30-Day Overnight Repo Rate Futures, June 2018 (ONXM2018)","MX Futures Price for 30-Day Overnight Repo Rate Futures, June 2018. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2018-07-03 21:14:39,2017-07-04,2018-06-29
ONXM2019,"30-Day Overnight Repo Rate Futures, June 2019 (ONXM2019)","MX Futures Price for 30-Day Overnight Repo Rate Futures, June 2019. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2019-06-07 21:11:14,2018-07-03,2019-06-06
ONXN2009,"30-Day Overnight Repo Rate Futures, July 2009 (ONXN2009)","MX Futures Price for 30-Day Overnight Repo Rate Futures, July 2009. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 20:58:44,2009-03-02,2009-07-31
ONXN2010,"30-Day Overnight Repo Rate Futures, July 2010 (ONXN2010)","MX Futures Price for 30-Day Overnight Repo Rate Futures, July 2010. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:00:02,2010-03-01,2010-07-30
ONXN2011,"30-Day Overnight Repo Rate Futures, July 2011 (ONXN2011)","MX Futures Price for 30-Day Overnight Repo Rate Futures, July 2011. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:01:15,2011-03-01,2011-07-29
ONXN2012,"30-Day Overnight Repo Rate Futures, July 2012 (ONXN2012)","MX Futures Price for 30-Day Overnight Repo Rate Futures, July 2012. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:02:32,2012-03-01,2012-07-31
ONXN2013,"30-Day Overnight Repo Rate Futures, July 2013 (ONXN2013)","MX Futures Price for 30-Day Overnight Repo Rate Futures, July 2013. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:03:39,2013-03-01,2013-07-31
